Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
2014;AQ;09;048053;Scarperia e San Piero;048040;San Piero a Sieve;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Scarperia e San Piero a Sieve;01/01/2014
2014;ES;09;048042;Scarperia;048053;Scarperia e San Piero;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di San Piero a Sieve passa a costituire il nuovo comune di Scarperia e San Piero;01/01/2014
2014;ES;09;048040;San Piero a Sieve;048053;Scarperia e San Piero;"Legge Regionale 22 novembre 2013, n. 67; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Scarperia passa a costituire il nuovo comune di Scarperia e San Piero;01/01/2014
2014;CS;09;050040;Casciana Terme Lari;050007;Casciana Terme;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Casciana Terme e Lari;01/01/2014
2014;CS;09;050040;Casciana Terme Lari;050017;Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Casciana Terme e Lari;01/01/2014
2014;AQ;09;050040;Casciana Terme Lari;050007;Casciana Terme;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Casciana Terme e Lari;01/01/2014
2014;AQ;09;050040;Casciana Terme Lari;050017;Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Casciana Terme e Lari;01/01/2014
2014;ES;09;050007;Casciana Terme;050040;Casciana Terme Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Lari passa a costituire il nuovo comune di Casciana Terme Lari;01/01/2014
2014;ES;09;050017;Lari;050040;Casciana Terme Lari;"Legge Regionale 22 novembre 2013, n. 68; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Casciana Terme passa a costituire il nuovo comune di Casciana Terme Lari;01/01/2014
2014;CS;09;050041;Crespina Lorenzana;050013;Crespina;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Crespina e Lorenzana;01/01/2014
2014;CS;09;050041;Crespina Lorenzana;050018;Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Crespina e Lorenzana;01/01/2014
2014;AQ;09;050041;Crespina Lorenzana;050013;Crespina;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Crespina e Lorenzana;01/01/2014
2014;AQ;09;050041;Crespina Lorenzana;050018;Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Crespina e Lorenzana;01/01/2014
2014;ES;09;050013;Crespina;050041;Crespina Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Lorenzana passa a costituire il nuovo comune di Crespina Lorenzana;01/01/2014
2014;ES;09;050018;Lorenzana;050041;Crespina Lorenzana;"Legge Regionale 22 novembre 2013, n. 69; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Crespina passa a costituire il nuovo comune di Crespina Lorenzana;01/01/2014
2014;CS;09;051041;Pratovecchio Stia;051032;Pratovecchio;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Pratovecchio e Stia;01/01/2014
2014;CS;09;051041;Pratovecchio Stia;051036;Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante fusione dei comuni di Pratovecchio e Stia;01/01/2014
2014;AQ;09;051041;Pratovecchio Stia;051032;Pratovecchio;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Pratovecchio e Stia;01/01/2014
2014;AQ;09;051041;Pratovecchio Stia;051036;Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Pratovecchio e Stia;01/01/2014
2014;ES;09;051032;Pratovecchio;051041;Pratovecchio Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Stia passa a costituire il nuovo comune di Pratovecchio Stia;01/01/2014
2014;ES;09;051036;Stia;051041;Pratovecchio Stia;"Legge Regionale 22 novembre 2013, n. 70; B.U.R. n. 56 del 25 novembre 2013";Soppresso e unitamente al comune di Pratovecchio passa a costituire il nuovo comune di Pratovecchio Stia;01/01/2014
2014;CS;11;041068;Vallefoglia;041012;Colbordolo;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo comune costituito mediante fusione dei comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014
2014;CS;11;041068;Vallefoglia;041056;Sant'Angelo in Lizzola;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo comune costituito mediante fusione dei comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014
2014;AQ;11;041068;Vallefoglia;041012;Colbordolo;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014
2014;AQ;11;041068;Vallefoglia;041056;Sant'Angelo in Lizzola;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Colbordolo e Sant'Angelo in Lizzola;01/01/2014
2014;ES;11;041012;Colbordolo;041068;Vallefoglia;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Soppresso e unitamente al comune di Sant'Angelo in Lizzola passa a costituire il nuovo comune di Vallefoglia;01/01/2014
2014;ES;11;041056;Sant'Angelo in Lizzola;041068;Vallefoglia;"Legge Regionale 13 dicembre 2013, n. 47; B.U.R. n. 98 del 13 dicembre 2013";Soppresso e unitamente al comune di Colbordolo passa a costituire il nuovo comune di Vallefoglia;01/01/2014
2014;CS;03;016252;Sant'Omobono Terme;016192;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Sant'Omobono Terme e Valsecca;04/02/2014
2014;CS;03;016252;Sant'Omobono Terme;016228;Valsecca;"Legge Regionale 30 gennaio 2014, 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Sant'Omobono Terme e Valsecca;04/02/2014
2014;AQ;03;016252;Sant'Omobono Terme;016192;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Sant'Omobono Terme e Valsecca;04/02/2014
2014;AQ;03;016252;Sant'Omobono Terme;016228;Valsecca;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Sant'Omobono Terme e Valsecca;04/02/2014
2014;ES;03;016192;Sant'Omobono Terme;016252;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Valsecca passa a costituire il nuovo comune di Sant'Omobono Terme;04/02/2014
2014;ES;03;016228;Valsecca;016252;Sant'Omobono Terme;"Legge Regionale 30 gennaio 2014, n. 2; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Sant'Omobono Terme passa a costituire il nuovo comune di Sant'Omobono Terme;04/02/2014
2014;CS;03;016253;Val Brembilla;016039;Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Brembilla e Gerosa;04/02/2014
2014;CS;03;016253;Val Brembilla;016112;Gerosa;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Brembilla e Gerosa;04/02/2014
2014;AQ;03;016253;Val Brembilla;016039;Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Brembilla e Gerosa;04/02/2014
2014;AQ;03;016253;Val Brembilla;016112;Gerosa;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Brembilla e Gerosa;04/02/2014
2014;ES;03;016039;Brembilla;016253;Val Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Gerosa passa a costituire il nuovo comune di Val Brembilla;04/02/2014
2014;ES;03;016112;Gerosa;016253;Val Brembilla;"Legge Regionale 30 gennaio 2014, n. 3; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Brembilla passa a costituire il nuovo comune di Val Brembilla;04/02/2014
2014;CS;03;013250;Bellagio;013019;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Bellagio e Civenna;04/02/2014
2014;CS;03;013250;Bellagio;013070;Civenna;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Bellagio e Civenna;04/02/2014
2014;AQ;03;013250;Bellagio;013019;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Bellagio e Civenna;04/02/2014
2014;AQ;03;013250;Bellagio;013070;Civenna;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Bellagio e Civenna;04/02/2014
2014;ES;03;013019;Bellagio;013250;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Civenna passa a costituire il nuovo comune di Bellagio;04/02/2014
2014;ES;03;013070;Civenna;013250;Bellagio;"Legge Regionale 30 gennaio 2014, n. 4; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Bellagio passa a costituire il nuovo comune di Bellagio;04/02/2014
2014;CS;03;013251;Colverde;013093;Drezzo;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014
2014;CS;03;013251;Colverde;013175;Parè;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014
2014;CS;03;013251;Colverde;013109;Gironico;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Drezzo, Parè e Gironico;04/02/2014
2014;AQ;03;013251;Colverde;013093;Drezzo;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Drezzo, Parè e Gironico;04/02/2014
2014;AQ;03;013251;Colverde;013175;Parè;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Drezzo, Parè e Gironico;04/02/2014
2014;AQ;03;013251;Colverde;013109;Gironico;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Drezzo, Parè e Gironico;04/02/2014
2014;ES;03;013093;Drezzo;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Parè e Gironico passa a costituire il nuovo comune di Colverde;04/02/2014
2014;ES;03;013175;Parè;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Drezzo e Gironico passa a costituire il nuovo comune di Colverde;04/02/2014
2014;ES;03;013109;Gironico;013251;Colverde;"Legge Regionale 30 gennaio 2014, n. 5; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Drezzo e Parè passa a costituire il nuovo comune di Colverde;04/02/2014
2014;CS;03;097091;Verderio;097087;Verderio Inferiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Verderio Inferiore e Verderio Superiore;04/02/2014
2014;CS;03;097091;Verderio;097088;Verderio Superiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Verderio Inferiore e Verderio Superiore;04/02/2014
2014;AQ;03;097091;Verderio;097087;Verderio Inferiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Verderio Inferiore e Verderio Superiore;04/02/2014
2014;AQ;03;097091;Verderio;097088;Verderio Superiore;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Verderio Inferiore e Verderio Superiore;04/02/2014
2014;ES;03;097087;Verderio Inferiore;097091;Verderio;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Verderio Superiore passa a costituire il nuovo comune di Verderio;04/02/2014
2014;ES;03;097088;Verderio Superiore;097091;Verderio;"Legge Regionale 30 gennaio 2014, n. 6; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Verderio Inferiore passa a costituire il nuovo comune di Verderio;04/02/2014
2014;CS;03;018191;Cornale e Bastida;018055;Cornale;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Cornale e Bastida de' Dossi;04/02/2014
2014;CS;03;018191;Cornale e Bastida;018010;Bastida de' Dossi;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Cornale e Bastida de' Dossi;04/02/2014
2014;AQ;03;018191;Cornale e Bastida;018055;Cornale;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Cornale e Bastida de' Dossi;04/02/2014
2014;AQ;03;018191;Cornale e Bastida;018010;Bastida de' Dossi;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Cornale e Bastida de' Dossi;04/02/2014
2014;ES;03;018055;Cornale;018191;Cornale e Bastida;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Bastida de' Dossi passa a costituire il nuovo comune di Cornale e Bastida;04/02/2014
2014;ES;03;018010;Bastida de' Dossi;018191;Cornale e Bastida;"Legge Regionale 30 gennaio 2014, n. 7; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Cornale passa a costituire il nuovo comune di Cornale e Bastida;04/02/2014
2014;CS;03;012142;Maccagno con Pino e Veddasca;012094;Maccagno;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;CS;03;012142;Maccagno con Pino e Veddasca;012112;Pino sulla Sponda del Lago Maggiore;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;CS;03;012142;Maccagno con Pino e Veddasca;012135;Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;AQ;03;012142;Maccagno con Pino e Veddasca;012094;Maccagno;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;AQ;03;012142;Maccagno con Pino e Veddasca;012112;Pino sulla Sponda del Lago Maggiore;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;AQ;03;012142;Maccagno con Pino e Veddasca;012135;Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Maccagno, Pino sulla Sponda del Lago Maggiore e Veddasca;04/02/2014
2014;ES;03;012094;Maccagno;012142;Maccagno con Pino e Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Pino sulla Sponda del Lago Maggiore e Veddasca passa a costituire il nuovo comune di Maccagno con Pino e Veddasca;04/02/2014
2014;ES;03;012112;Pino sulla Sponda del Lago Maggiore;012142;Maccagno con Pino e Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Maccagno e Veddasca passa a costituire il nuovo comune di Maccagno con Pino e Veddasca;04/02/2014
2014;ES;03;012135;Veddasca;012142;Maccagno con Pino e Veddasca;"Legge Regionale 30 gennaio 2014, n. 8; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Maccagno e Pino sulla Sponda del Lago Maggiore passa a costituire il nuovo comune di Maccagno con Pino e Veddasca;04/02/2014
2014;CS;03;020071;Borgo Virgilio;020069;Virgilio;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Virgilio e Borgoforte;04/02/2014
2014;CS;03;020071;Borgo Virgilio;020005;Borgoforte;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Virgilio e Borgoforte;04/02/2014
2014;AQ;03;020071;Borgo Virgilio;020069;Virgilio;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Virgilio e Borgoforte;04/02/2014
2014;AQ;03;020071;Borgo Virgilio;020005;Borgoforte;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Virgilio e Borgoforte;04/02/2014
2014;ES;03;020069;Virgilio;020071;Borgo Virgilio;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Borgoforte passa a costituire il nuovo comune di Borgo Virgilio;04/02/2014
2014;ES;03;020005;Borgoforte;020071;Borgo Virgilio;"Legge Regionale 30 gennaio 2014, n. 9; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente al comune di Virgilio passa a costituire il nuovo comune di Borgo Virgilio;04/02/2014
2014;CS;03;013252;Tremezzina;013125;Lenno;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;CS;03;013252;Tremezzina;013172;Ossuccio;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;CS;03;013252;Tremezzina;013225;Tremezzo;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;CS;03;013252;Tremezzina;013148;Mezzegra;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante fusione dei comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;AQ;03;013252;Tremezzina;013125;Lenno;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;AQ;03;013252;Tremezzina;013172;Ossuccio;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;AQ;03;013252;Tremezzina;013225;Tremezzo;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;AQ;03;013252;Tremezzina;013148;Mezzegra;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Nuovo comune costituito mediante aggregazione dei territori dei soppressi comuni di Lenno, Ossuccio, Tremezzo e Mezzegra;04/02/2014
2014;ES;03;013125;Lenno;013252;Tremezzina;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Ossuccio, Tremezzo e Mezzegra passa a costituire il nuovo comune di Tremezzina;04/02/2014
2014;ES;03;013172;Ossuccio;013252;Tremezzina;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Lenno, Tremezzo e Mezzegra passa a costituire il nuovo comune di Tremezzina;04/02/2014
2014;ES;03;013225;Tremezzo;013252;Tremezzina;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Lenno, Ossuccio e Mezzegra passa a costituire il nuovo comune di Tremezzina;04/02/2014
2014;ES;03;013148;Mezzegra;013252;Tremezzina;"Legge Regionale 30 gennaio 2014, n. 10; Suppl. n. 6 al B.U. del 3 febbraio 2014";Soppresso e unitamente ai comuni di Lenno, Ossuccio e Tremezzo  passa a costituire il nuovo comune di Tremezzina;04/02/2014
2014;CE;06;030031;Coseano;030032;Dignano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Dignano;
2014;AQ;06;030031;Coseano;030032;Dignano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Dignano;
2014;CE;06;030032;Dignano;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;AQ;06;030032;Dignano;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;CE;06;030039;Flaibano;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;AQ;06;030039;Flaibano;030031;Coseano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Coseano;
2014;CE;06;030031;Coseano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;AQ;06;030031;Coseano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;CE;06;030039;Flaibano;030032;Dignano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Dignano;
2014;AQ;06;030039;Flaibano;030032;Dignano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Dignano;
2014;CE;06;030032;Dignano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;AQ;06;030032;Dignano;030039;Flaibano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Flaibano;
2014;CE;06;030039;Flaibano;030109;Sedegliano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Sedegliano;
2014;AQ;06;030039;Flaibano;030109;Sedegliano;"Decreto Presidente della Regione del 20 gennaio 2014, n. 5/Pres; B.U.R. n. 6 del 5 febbraio 2014";Permuta di territorio con il comune di Sedegliano;
