codreg,codprov,codcom
07,010,010029
07,010,010030
07,010,010031
07,010,010032
07,010,010033
07,010,010034
07,010,010035
07,010,010036
07,010,010037
07,010,010038
07,010,010039
07,010,010040
07,010,010041
07,010,010042
07,010,010043
07,010,010044
07,010,010045
07,010,010046
07,010,010047
07,010,010048
07,010,010049
07,010,010050
07,010,010051
07,010,010052
07,010,010053
07,010,010054
07,010,010055
07,010,010056
07,010,010057
07,010,010058
07,010,010059
07,010,010060
07,010,010061
07,010,010062
07,010,010063
07,010,010064
07,010,010065
07,010,010066
07,010,010067
07,011,011001
07,011,011002
07,011,011003
07,011,011004
07,011,011005
07,011,011006
07,011,011007
07,011,011008
07,011,011009
07,011,011010
07,011,011011
07,011,011012
07,011,011013
07,011,011014
07,011,011015
07,011,011016
07,011,011017
07,011,011018
07,011,011019
07,011,011020
07,011,011021
07,011,011022
07,011,011023
07,011,011024
07,011,011025
07,011,011026
07,011,011027
07,011,011028
07,011,011029
07,011,011030
07,011,011031
07,011,011032
08,033,033001
08,033,033002
08,033,033003
08,033,033004
08,033,033005
08,033,033006
08,033,033007
08,033,033008
08,033,033010
08,033,033011
08,033,033012
08,033,033013
08,033,033014
08,033,033015
08,033,033016
08,033,033017
08,033,033018
08,033,033019
08,033,033020
08,033,033021
08,033,033022
08,033,033023
08,033,033024
08,033,033025
08,033,033026
08,033,033027
08,033,033028
08,033,033030
08,033,033032
08,033,033033
08,033,033034
08,033,033035
08,033,033036
08,033,033037
08,033,033038
08,033,033039
08,033,033040
08,033,033041
08,033,033042
08,033,033043
08,033,033044
08,033,033045
08,033,033046
08,033,033047
08,033,033048
08,033,033049
08,034,034001
08,034,034002
08,034,034003
08,034,034004
08,034,034005
08,034,034006
08,034,034007
08,034,034008
08,034,034009
08,034,034010
08,034,034011
08,034,034012
08,034,034013
08,034,034014
08,034,034015
08,034,034016
08,034,034017
08,034,034018
08,034,034019
08,034,034020
08,034,034022
08,034,034023
08,034,034024
08,034,034025
08,034,034026
08,034,034027
08,034,034028
08,034,034030
08,034,034031
08,034,034032
08,034,034033
08,034,034035
08,034,034036
08,034,034038
08,034,034039
08,034,034040
08,034,034041
08,034,034042
08,034,034044
08,034,034045
08,034,034046
08,034,034049
08,034,034050
08,034,034051
08,035,035001
08,035,035002
08,035,035003
08,035,035004
08,035,035005
08,035,035006
08,035,035008
08,035,035009
08,035,035010
08,035,035011
08,035,035012
08,035,035013
08,035,035014
08,035,035015
08,035,035016
08,035,035017
08,035,035018
08,035,035020
08,035,035021
08,035,035022
08,035,035023
08,035,035024
08,035,035026
08,035,035027
08,035,035028
08,035,035029
08,035,035030
08,035,035032
08,035,035033
08,035,035034
08,035,035035
08,035,035036
08,035,035037
08,035,035038
08,035,035039
08,035,035040
08,035,035041
08,035,035042
08,035,035043
08,035,035044
08,035,035045
08,035,035046
08,036,036001
08,036,036002
08,036,036003
08,036,036004
08,036,036005
08,036,036006
08,036,036007
08,036,036008
08,036,036009
08,036,036010
08,036,036011
08,036,036012
08,036,036013
08,036,036014
08,036,036015
08,036,036016
08,036,036017
08,036,036018
08,036,036019
08,036,036020
08,036,036021
08,036,036022
08,036,036023
08,036,036024
08,036,036025
08,036,036026
08,036,036027
08,036,036028
08,036,036029
08,036,036030
08,036,036031
08,036,036032
08,036,036033
08,036,036034
08,036,036035
08,036,036036
08,036,036037
08,036,036038
08,036,036039
08,036,036040
08,036,036041
08,036,036042
08,036,036043
08,036,036044
08,036,036045
08,036,036046
08,036,036047
08,037,037001
08,037,037002
08,037,037003
08,037,037005
08,037,037006
08,037,037007
08,037,037008
08,037,037009
08,037,037010
08,037,037011
08,037,037012
08,037,037013
08,037,037014
08,037,037015
08,037,037016
08,037,037017
08,037,037019
08,037,037020
08,037,037021
08,037,037022
08,037,037024
08,037,037025
08,037,037026
08,037,037027
08,037,037028
08,037,037030
08,037,037031
08,037,037032
08,037,037033
08,037,037034
08,037,037035
08,037,037036
08,037,037037
08,037,037038
08,037,037039
08,037,037040
08,037,037041
08,037,037042
08,037,037044
08,037,037045
08,037,037046
08,037,037047
08,037,037048
08,037,037050
08,037,037051
08,037,037052
08,037,037053
08,037,037054
08,037,037055
08,037,037056
08,037,037057
08,037,037059
08,037,037060
08,037,037061
08,037,037062
08,038,038001
08,038,038003
08,038,038004
08,038,038005
08,038,038006
08,038,038007
08,038,038008
08,038,038010
08,038,038011
08,038,038012
08,038,038014
08,038,038017
08,038,038018
08,038,038019
08,038,038022
08,038,038023
08,038,038025
08,038,038027
08,038,038028
08,038,038029
08,038,038030
08,039,039001
08,039,039002
08,039,039003
08,039,039004
08,039,039005
08,039,039006
08,039,039007
08,039,039008
08,039,039009
08,039,039010
08,039,039011
08,039,039012
08,039,039013
08,039,039014
08,039,039015
08,039,039016
08,039,039017
08,039,039018
08,040,040001
08,040,040003
08,040,040004
08,040,040005
08,040,040007
08,040,040008
08,040,040009
08,040,040011
08,040,040012
08,040,040013
08,040,040014
08,040,040015
08,040,040016
08,040,040018
08,040,040019
08,040,040020
08,040,040022
08,040,040028
08,040,040031
08,040,040032
08,040,040033
08,040,040036
08,040,040037
08,040,040041
08,040,040043
08,040,040044
08,040,040045
08,040,040046
08,040,040049
08,040,040050
08,099,099001
08,099,099002
08,099,099003
08,099,099004
08,099,099005
08,099,099006
08,099,099008
08,099,099009
08,099,099011
08,099,099013
08,099,099014
08,099,099015
08,099,099016
08,099,099017
08,099,099018
08,099,099020
08,099,099021
08,099,099022
08,099,099023
08,099,099024
08,099,099025
08,099,099026
08,099,099027
08,099,099028
08,099,099029
09,045,045001
09,045,045002
09,045,045003
09,045,045004
09,045,045005
09,045,045006
09,045,045007
09,045,045008
09,045,045009
09,045,045010
09,045,045011
09,045,045012
09,045,045013
09,045,045014
09,045,045015
09,045,045016
09,045,045017
09,046,046001
09,046,046002
09,046,046003
09,046,046004
09,046,046005
09,046,046006
09,046,046007
09,046,046008
09,046,046009
09,046,046010
09,046,046011
09,046,046013
09,046,046014
09,046,046015
09,046,046017
09,046,046018
09,046,046019
09,046,046020
09,046,046021
09,046,046022
09,046,046023
09,046,046024
09,046,046025
09,046,046026
09,046,046027
09,046,046028
09,046,046030
09,046,046031
09,046,046033
09,046,046034
09,046,046035
09,046,046036
09,046,046037
09,047,047002
09,047,047003
09,047,047005
09,047,047006
09,047,047007
09,047,047008
09,047,047009
09,047,047010
09,047,047011
09,047,047012
09,047,047013
09,047,047014
09,047,047016
09,047,047017
09,047,047018
09,047,047020
09,047,047021
09,047,047022
09,047,047023
09,047,047024
09,048,048001
09,048,048002
09,048,048004
09,048,048005
09,048,048006
09,048,048008
09,048,048010
09,048,048011
09,048,048012
09,048,048013
09,048,048014
09,048,048015
09,048,048017
09,048,048018
09,048,048019
09,048,048020
09,048,048021
09,048,048022
09,048,048024
09,048,048025
09,048,048026
09,048,048027
09,048,048028
09,048,048030
09,048,048031
09,048,048032
09,048,048033
09,048,048035
09,048,048036
09,048,048037
09,048,048038
09,048,048039
09,048,048041
09,048,048043
09,048,048044
09,048,048046
09,048,048049
09,048,048050
09,048,048052
09,048,048053
09,048,048054
09,049,049001
09,049,049002
09,049,049003
09,049,049004
09,049,049005
09,049,049006
09,049,049007
09,049,049008
09,049,049009
09,049,049010
09,049,049011
09,049,049012
09,049,049013
09,049,049014
09,049,049017
09,049,049018
09,049,049019
09,049,049020
09,049,049021
09,050,050001
09,050,050002
09,050,050003
09,050,050004
09,050,050005
09,050,050006
09,050,050008
09,050,050009
09,050,050010
09,050,050011
09,050,050012
09,050,050014
09,050,050015
09,050,050016
09,050,050019
09,050,050020
09,050,050021
09,050,050022
09,050,050023
09,050,050024
09,050,050025
09,050,050026
09,050,050027
09,050,050028
09,050,050029
09,050,050030
09,050,050031
09,050,050032
09,050,050033
09,050,050034
09,050,050035
09,050,050036
09,050,050037
09,050,050038
09,050,050039
09,050,050040
09,050,050041
09,051,051001
09,051,051002
09,051,051003
09,051,051004
09,051,051005
09,051,051006
09,051,051007
09,051,051008
09,051,051010
09,051,051011
09,051,051012
09,051,051013
09,051,051014
09,051,051015
09,051,051016
09,051,051017
09,051,051018
09,051,051020
09,051,051021
09,051,051022
09,051,051023
09,051,051024
09,051,051025
09,051,051026
09,051,051027
09,051,051030
09,051,051031
09,051,051033
09,051,051034
09,051,051035
09,051,051037
09,051,051038
09,051,051039
09,051,051040
09,051,051041
09,051,051042
09,052,052001
09,052,052002
09,052,052003
09,052,052004
09,052,052005
09,052,052006
09,052,052007
09,052,052008
09,052,052009
09,052,052010
09,052,052011
09,052,052012
09,052,052013
09,052,052015
09,052,052016
09,052,052017
09,052,052018
09,052,052019
09,052,052020
09,052,052021
09,052,052022
09,052,052023
09,052,052024
09,052,052025
09,052,052026
09,052,052027
09,052,052028
09,052,052030
09,052,052031
09,052,052032
09,052,052033
09,052,052034
09,052,052035
09,052,052036
09,052,052037
09,053,053001
09,053,053002
09,053,053003
09,053,053004
09,053,053005
09,053,053006
09,053,053007
09,053,053008
09,053,053009
09,053,053010
09,053,053011
09,053,053012
09,053,053013
09,053,053014
09,053,053015
09,053,053016
09,053,053017
09,053,053018
09,053,053019
09,053,053020
09,053,053021
09,053,053022
09,053,053023
09,053,053024
09,053,053025
09,053,053026
09,053,053027
09,053,053028
09,100,100001
09,100,100002
09,100,100003
09,100,100004
09,100,100005
09,100,100006
09,100,100007
10,054,054001
10,054,054002
10,054,054003
10,054,054004
10,054,054005
10,054,054006
10,054,054007
10,054,054008
10,054,054009
10,054,054010
10,054,054011
10,054,054012
10,054,054013
10,054,054014
10,054,054015
10,054,054016
10,054,054017
10,054,054018
10,054,054019
10,054,054020
10,054,054021
10,054,054022
10,054,054023
10,054,054024
10,054,054025
10,054,054026
10,054,054027
10,054,054028
10,054,054029
10,054,054030
10,054,054031
10,054,054032
10,054,054033
10,054,054034
10,054,054035
10,054,054036
10,054,054037
10,054,054038
10,054,054039
10,054,054040
10,054,054041
10,054,054042
10,054,054043
10,054,054044
10,054,054045
10,054,054046
10,054,054047
10,054,054048
10,054,054049
10,054,054050
10,054,054051
10,054,054052
10,054,054053
10,054,054054
10,054,054055
10,054,054056
10,054,054057
10,054,054058
10,054,054059
10,055,055001
10,055,055002
10,055,055003
10,055,055004
10,055,055005
10,055,055006
10,055,055007
10,055,055008
10,055,055009
10,055,055010
10,055,055011
10,055,055012
10,055,055013
10,055,055014
10,055,055015
10,055,055016
10,055,055017
10,055,055018
10,055,055019
10,055,055020
10,055,055021
10,055,055022
10,055,055023
10,055,055024
10,055,055025
10,055,055026
10,055,055027
10,055,055028
10,055,055029
10,055,055030
10,055,055031
10,055,055032
10,055,055033
11,041,041001
11,041,041002
11,041,041005
11,041,041006
11,041,041007
11,041,041008
11,041,041009
11,041,041010
11,041,041013
11,041,041014
11,041,041015
11,041,041016
11,041,041017
11,041,041018
11,041,041019
11,041,041020
11,041,041021
11,041,041022
11,041,041023
11,041,041025
11,041,041026
11,041,041027
11,041,041028
11,041,041029
11,041,041030
11,041,041031
11,041,041032
11,041,041033
11,041,041034
11,041,041035
11,041,041036
11,041,041038
11,041,041041
11,041,041043
11,041,041044
11,041,041045
11,041,041047
11,041,041048
11,041,041049
11,041,041051
11,041,041054
11,041,041057
11,041,041058
11,041,041060
11,041,041061
11,041,041064
11,041,041065
11,041,041066
11,041,041067
11,041,041068
11,041,041069
11,041,041070
11,041,041071
11,042,042001
11,042,042002
11,042,042003
11,042,042004
11,042,042005
11,042,042006
11,042,042007
11,042,042008
11,042,042010
11,042,042011
11,042,042012
11,042,042013
11,042,042014
11,042,042015
11,042,042016
11,042,042017
11,042,042018
11,042,042019
11,042,042020
11,042,042021
11,042,042022
11,042,042023
11,042,042024
11,042,042025
11,042,042026
11,042,042027
11,042,042029
11,042,042030
11,042,042031
11,042,042032
11,042,042033
11,042,042034
11,042,042035
11,042,042036
11,042,042037
11,042,042038
11,042,042040
11,042,042041
11,042,042042
11,042,042043
11,042,042044
11,042,042045
11,042,042046
11,042,042047
11,042,042048
11,042,042049
11,042,042050
11,043,043002
11,043,043003
11,043,043004
11,043,043005
11,043,043006
11,043,043007
11,043,043008
11,043,043009
11,043,043010
11,043,043011
11,043,043012
11,043,043013
11,043,043014
11,043,043015
11,043,043016
11,043,043017
11,043,043019
11,043,043020
11,043,043021
11,043,043022
11,043,043023
11,043,043024
11,043,043025
11,043,043026
11,043,043027
11,043,043028
11,043,043029
11,043,043030
11,043,043031
11,043,043032
11,043,043033
11,043,043034
11,043,043035
11,043,043036
11,043,043038
11,043,043039
11,043,043040
11,043,043041
11,043,043042
11,043,043043
11,043,043044
11,043,043045
11,043,043046
11,043,043047
11,043,043048
11,043,043049
11,043,043050
11,043,043051
11,043,043052
11,043,043053
11,043,043054
11,043,043055
11,043,043056
11,043,043057
11,043,043058
11,044,044001
11,044,044002
11,044,044005
11,044,044006
11,044,044007
11,044,044010
11,044,044011
11,044,044012
11,044,044013
11,044,044014
11,044,044015
11,044,044016
11,044,044017
11,044,044020
11,044,044021
11,044,044023
11,044,044027
11,044,044029
11,044,044031
11,044,044032
11,044,044034
11,044,044036
11,044,044038
11,044,044044
11,044,044045
11,044,044054
11,044,044056
11,044,044063
11,044,044064
11,044,044065
11,044,044066
11,044,044071
11,044,044073
11,109,109001
11,109,109002
11,109,109003
11,109,109004
11,109,109005
11,109,109006
11,109,109007
11,109,109008
11,109,109009
11,109,109010
11,109,109011
11,109,109012
11,109,109013
11,109,109014
11,109,109015
11,109,109016
11,109,109017
11,109,109018
11,109,109019
11,109,109020
11,109,109021
11,109,109022
11,109,109023
11,109,109024
11,109,109025
11,109,109026
11,109,109027
11,109,109028
11,109,109029
11,109,109030
11,109,109031
11,109,109032
11,109,109033
11,109,109034
11,109,109035
11,109,109036
11,109,109037
11,109,109038
11,109,109039
11,109,109040
12,056,056001
12,056,056002
12,056,056003
12,056,056004
12,056,056005
12,056,056006
12,056,056007
12,056,056008
12,056,056009
12,056,056010
12,056,056011
12,056,056012
12,056,056013
12,056,056014
12,056,056015
12,056,056016
12,056,056017
12,056,056018
12,056,056019
12,056,056020
12,056,056021
12,056,056022
12,056,056023
12,056,056024
12,056,056025
12,056,056026
12,056,056027
12,056,056028
12,056,056029
12,056,056030
12,056,056031
12,056,056032
12,056,056033
12,056,056034
12,056,056035
12,056,056036
12,056,056037
12,056,056038
12,056,056039
12,056,056040
12,056,056041
12,056,056042
12,056,056043
12,056,056044
12,056,056045
12,056,056046
12,056,056047
12,056,056048
12,056,056049
12,056,056050
12,056,056051
12,056,056052
12,056,056053
12,056,056054
12,056,056055
12,056,056056
12,056,056057
12,056,056058
12,056,056059
12,056,056060
12,057,057001
12,057,057002
12,057,057003
12,057,057004
12,057,057005
12,057,057006
12,057,057007
12,057,057008
12,057,057009
12,057,057010
12,057,057011
12,057,057012
12,057,057013
12,057,057014
12,057,057015
12,057,057016
12,057,057017
12,057,057018
12,057,057019
12,057,057020
12,057,057021
12,057,057022
12,057,057023
12,057,057024
12,057,057025
12,057,057026
12,057,057027
12,057,057028
12,057,057029
12,057,057030
12,057,057031
12,057,057032
12,057,057033
12,057,057034
12,057,057035
12,057,057036
12,057,057037
12,057,057038
12,057,057039
12,057,057040
12,057,057041
12,057,057042
12,057,057043
12,057,057044
12,057,057045
12,057,057046
12,057,057047
12,057,057048
12,057,057049
12,057,057050
12,057,057051
12,057,057052
12,057,057053
12,057,057054
12,057,057055
12,057,057056
12,057,057057
12,057,057058
12,057,057059
12,057,057060
12,057,057061
12,057,057062
12,057,057063
12,057,057064
12,057,057065
12,057,057066
12,057,057067
12,057,057068
12,057,057069
12,057,057070
12,057,057071
12,057,057072
12,057,057073
12,058,058001
12,058,058002
12,058,058003
12,058,058004
12,058,058005
12,058,058006
12,058,058007
12,058,058008
12,058,058009
12,058,058010
12,058,058011
12,058,058012
12,058,058013
12,058,058014
12,058,058015
12,058,058016
12,058,058017
12,058,058018
12,058,058019
12,058,058020
12,058,058021
12,058,058022
12,058,058023
12,058,058024
12,058,058025
12,058,058026
12,058,058027
12,058,058028
12,058,058029
12,058,058030
12,058,058031
12,058,058032
12,058,058033
12,058,058034
12,058,058035
12,058,058036
12,058,058037
12,058,058038
12,058,058039
12,058,058040
12,058,058041
12,058,058042
12,058,058043
12,058,058044
12,058,058045
12,058,058046
12,058,058047
12,058,058048
12,058,058049
12,058,058050
12,058,058051
12,058,058052
12,058,058053
12,058,058054
12,058,058055
12,058,058056
12,058,058057
12,058,058058
12,058,058059
12,058,058060
12,058,058061
12,058,058062
12,058,058063
12,058,058064
12,058,058065
12,058,058066
12,058,058067
12,058,058068
12,058,058069
12,058,058070
12,058,058071
12,058,058072
12,058,058073
12,058,058074
12,058,058075
12,058,058076
12,058,058077
12,058,058078
12,058,058079
12,058,058080
12,058,058081
12,058,058082
12,058,058083
12,058,058084
12,058,058085
12,058,058086
12,058,058087
12,058,058088
12,058,058089
12,058,058090
12,058,058091
12,058,058092
12,058,058093
12,058,058094
12,058,058095
12,058,058096
12,058,058097
12,058,058098
12,058,058099
12,058,058100
12,058,058101
12,058,058102
12,058,058103
12,058,058104
12,058,058105
12,058,058106
12,058,058107
12,058,058108
12,058,058109
12,058,058110
12,058,058111
12,058,058112
12,058,058113
12,058,058114
12,058,058115
12,058,058116
12,058,058117
12,058,058118
12,058,058119
12,058,058120
12,058,058122
12,059,059001
12,059,059002
12,059,059003
12,059,059004
12,059,059005
12,059,059006
12,059,059007
12,059,059008
12,059,059009
12,059,059010
12,059,059011
12,059,059012
12,059,059013
12,059,059014
12,059,059015
12,059,059016
12,059,059017
12,059,059018
12,059,059019
12,059,059020
12,059,059021
12,059,059022
12,059,059023
12,059,059024
12,059,059025
12,059,059026
12,059,059027
12,059,059028
12,059,059029
12,059,059030
12,059,059031
12,059,059032
12,059,059033
12,060,060001
12,060,060002
12,060,060003
12,060,060004
12,060,060005
12,060,060006
12,060,060007
12,060,060008
12,060,060009
12,060,060010
12,060,060011
12,060,060012
12,060,060013
12,060,060014
12,060,060015
12,060,060016
12,060,060017
12,060,060018
12,060,060019
12,060,060020
12,060,060021
12,060,060022
12,060,060023
12,060,060024
12,060,060025
12,060,060026
12,060,060027
12,060,060028
12,060,060029
12,060,060030
12,060,060031
12,060,060032
12,060,060033
12,060,060034
12,060,060035
12,060,060036
12,060,060037
12,060,060038
12,060,060039
12,060,060040
12,060,060041
12,060,060042
12,060,060043
12,060,060044
12,060,060045
12,060,060046
12,060,060047
12,060,060048
12,060,060049
12,060,060050
12,060,060051
12,060,060052
12,060,060053
12,060,060054
12,060,060055
12,060,060056
12,060,060057
12,060,060058
12,060,060059
12,060,060060
12,060,060061
12,060,060062
12,060,060063
12,060,060064
12,060,060065
12,060,060066
12,060,060067
12,060,060068
12,060,060069
12,060,060070
12,060,060071
12,060,060072
12,060,060073
12,060,060074
12,060,060075
12,060,060076
12,060,060077
12,060,060078
12,060,060079
12,060,060080
12,060,060081
12,060,060082
12,060,060083
12,060,060084
12,060,060085
12,060,060086
12,060,060087
12,060,060088
12,060,060089
12,060,060090
12,060,060091
13,066,066001
13,066,066002
13,066,066003
13,066,066004
13,066,066005
13,066,066006
13,066,066007
13,066,066008
13,066,066009
13,066,066010
13,066,066011
13,066,066012
13,066,066013
13,066,066014
13,066,066015
13,066,066016
13,066,066017
13,066,066018
13,066,066019
13,066,066020
13,066,066021
13,066,066022
13,066,066023
13,066,066024
13,066,066025
13,066,066026
13,066,066027
13,066,066028
13,066,066029
13,066,066030
13,066,066031
13,066,066032
13,066,066033
13,066,066034
13,066,066035
13,066,066036
13,066,066037
13,066,066038
13,066,066039
13,066,066040
13,066,066041
13,066,066042
13,066,066043
13,066,066044
13,066,066045
13,066,066046
13,066,066047
13,066,066048
13,066,066049
13,066,066050
13,066,066051
13,066,066052
13,066,066053
13,066,066054
13,066,066055
13,066,066056
13,066,066057
13,066,066058
13,066,066059
13,066,066060
13,066,066061
13,066,066062
13,066,066063
13,066,066064
13,066,066065
13,066,066066
13,066,066067
13,066,066068
13,066,066069
13,066,066070
13,066,066071
13,066,066072
13,066,066073
13,066,066074
13,066,066075
13,066,066076
13,066,066077
13,066,066078
13,066,066079
13,066,066080
13,066,066081
13,066,066082
13,066,066083
13,066,066084
13,066,066085
13,066,066086
13,066,066087
13,066,066088
13,066,066089
13,066,066090
13,066,066091
13,066,066092
13,066,066093
13,066,066094
13,066,066095
13,066,066096
13,066,066097
13,066,066098
13,066,066099
13,066,066100
13,066,066101
13,066,066102
13,066,066103
13,066,066104
13,066,066105
13,066,066106
13,066,066107
13,066,066108
13,067,067001
13,067,067002
13,067,067003
13,067,067004
13,067,067005
13,067,067006
13,067,067007
13,067,067008
13,067,067009
13,067,067010
13,067,067011
13,067,067012
13,067,067013
13,067,067014
13,067,067015
13,067,067016
13,067,067017
13,067,067018
13,067,067019
13,067,067020
13,067,067021
13,067,067022
13,067,067023
13,067,067024
13,067,067025
13,067,067026
13,067,067027
13,067,067028
13,067,067029
13,067,067030
13,067,067031
13,067,067032
13,067,067033
13,067,067034
13,067,067035
13,067,067036
13,067,067037
13,067,067038
13,067,067039
13,067,067040
13,067,067041
13,067,067042
13,067,067043
13,067,067044
13,067,067045
13,067,067046
13,067,067047
13,068,068001
13,068,068002
13,068,068003
13,068,068004
13,068,068005
13,068,068006
13,068,068007
13,068,068008
13,068,068009
13,068,068010
13,068,068011
13,068,068012
13,068,068013
13,068,068014
13,068,068015
13,068,068016
13,068,068017
13,068,068018
13,068,068019
13,068,068020
13,068,068021
13,068,068022
13,068,068023
13,068,068024
13,068,068025
13,068,068026
13,068,068027
13,068,068028
13,068,068029
13,068,068030
13,068,068031
13,068,068032
13,068,068033
13,068,068034
13,068,068035
13,068,068036
13,068,068037
13,068,068038
13,068,068039
13,068,068040
13,068,068041
13,068,068042
13,068,068043
13,068,068044
13,068,068045
13,068,068046
13,069,069001
13,069,069002
13,069,069003
13,069,069004
13,069,069005
13,069,069006
13,069,069007
13,069,069008
13,069,069009
13,069,069010
13,069,069011
13,069,069012
13,069,069013
13,069,069014
13,069,069015
13,069,069016
13,069,069017
13,069,069018
13,069,069019
13,069,069020
13,069,069021
13,069,069022
13,069,069023
13,069,069024
13,069,069025
13,069,069026
13,069,069027
13,069,069028
13,069,069029
13,069,069030
13,069,069031
13,069,069032
13,069,069033
13,069,069034
13,069,069035
13,069,069036
13,069,069037
13,069,069038
13,069,069039
13,069,069040
13,069,069041
13,069,069042
13,069,069043
13,069,069044
13,069,069045
13,069,069046
13,069,069047
13,069,069048
13,069,069049
13,069,069050
13,069,069051
13,069,069052
13,069,069053
13,069,069054
13,069,069055
13,069,069056
13,069,069057
13,069,069058
13,069,069059
13,069,069060
13,069,069061
13,069,069062
13,069,069063
13,069,069064
13,069,069065
13,069,069066
13,069,069067
13,069,069068
13,069,069069
13,069,069070
13,069,069071
13,069,069072
13,069,069073
13,069,069074
13,069,069075
13,069,069076
13,069,069077
13,069,069078
13,069,069079
13,069,069080
13,069,069081
13,069,069082
13,069,069083
13,069,069084
13,069,069085
13,069,069086
13,069,069087
13,069,069088
13,069,069089
13,069,069090
13,069,069091
13,069,069092
13,069,069093
13,069,069094
13,069,069095
13,069,069096
13,069,069097
13,069,069098
13,069,069099
13,069,069100
13,069,069101
13,069,069102
13,069,069103
13,069,069104
14,070,070001
14,070,070002
14,070,070003
14,070,070004
14,070,070005
14,070,070006
14,070,070007
14,070,070008
14,070,070009
14,070,070010
14,070,070011
14,070,070012
14,070,070013
14,070,070014
14,070,070015
14,070,070016
14,070,070017
14,070,070018
14,070,070019
14,070,070020
14,070,070021
14,070,070022
14,070,070023
14,070,070024
14,070,070025
14,070,070026
14,070,070027
14,070,070028
14,070,070029
14,070,070030
14,070,070031
14,070,070032
14,070,070033
14,070,070034
14,070,070035
14,070,070036
14,070,070037
14,070,070038
14,070,070039
14,070,070040
14,070,070041
14,070,070042
14,070,070043
14,070,070044
14,070,070045
14,070,070046
14,070,070047
14,070,070048
14,070,070049
14,070,070050
14,070,070051
14,070,070052
14,070,070053
14,070,070054
14,070,070055
14,070,070056
14,070,070057
14,070,070058
14,070,070059
14,070,070060
14,070,070061
14,070,070062
14,070,070063
14,070,070064
14,070,070065
14,070,070066
14,070,070067
14,070,070068
14,070,070069
14,070,070070
14,070,070071
14,070,070072
14,070,070073
14,070,070074
14,070,070075
14,070,070076
14,070,070077
14,070,070078
14,070,070079
14,070,070080
14,070,070081
14,070,070082
14,070,070083
14,070,070084
14,094,094001
14,094,094002
14,094,094003
14,094,094004
14,094,094005
14,094,094006
14,094,094007
14,094,094008
14,094,094009
14,094,094010
14,094,094011
14,094,094012
14,094,094013
14,094,094014
14,094,094015
14,094,094016
14,094,094017
14,094,094018
14,094,094019
14,094,094020
14,094,094021
14,094,094022
14,094,094023
14,094,094024
14,094,094025
14,094,094026
14,094,094027
14,094,094028
14,094,094029
14,094,094030
14,094,094031
14,094,094032
14,094,094033
14,094,094034
14,094,094035
14,094,094036
14,094,094037
14,094,094038
14,094,094039
14,094,094040
14,094,094041
14,094,094042
14,094,094043
14,094,094044
14,094,094045
14,094,094046
14,094,094047
14,094,094048
14,094,094049
14,094,094050
14,094,094051
14,094,094052
15,061,061001
15,061,061002
15,061,061003
15,061,061004
15,061,061005
15,061,061006
15,061,061007
15,061,061008
15,061,061009
15,061,061010
15,061,061011
15,061,061012
15,061,061013
15,061,061014
15,061,061015
15,061,061016
15,061,061017
15,061,061018
15,061,061019
15,061,061020
15,061,061021
15,061,061022
15,061,061023
15,061,061024
15,061,061025
15,061,061026
15,061,061027
15,061,061028
15,061,061029
15,061,061030
15,061,061031
15,061,061032
15,061,061033
15,061,061034
15,061,061035
15,061,061036
15,061,061037
15,061,061038
15,061,061039
15,061,061040
15,061,061041
15,061,061042
15,061,061043
15,061,061044
15,061,061045
15,061,061046
15,061,061047
15,061,061048
15,061,061049
15,061,061050
15,061,061051
15,061,061052
15,061,061053
15,061,061054
15,061,061055
15,061,061056
15,061,061057
15,061,061058
15,061,061059
15,061,061060
15,061,061061
15,061,061062
15,061,061063
15,061,061064
15,061,061065
15,061,061066
15,061,061067
15,061,061068
15,061,061069
15,061,061070
15,061,061071
15,061,061072
15,061,061073
15,061,061074
15,061,061075
15,061,061076
15,061,061077
15,061,061078
15,061,061079
15,061,061080
15,061,061081
15,061,061082
15,061,061083
15,061,061084
15,061,061085
15,061,061086
15,061,061087
15,061,061088
15,061,061089
15,061,061090
15,061,061091
15,061,061092
15,061,061093
15,061,061094
15,061,061095
15,061,061096
15,061,061097
15,061,061098
15,061,061099
15,061,061100
15,061,061101
15,061,061102
15,061,061103
15,061,061104
15,062,062001
15,062,062002
15,062,062003
15,062,062004
15,062,062005
15,062,062006
15,062,062007
15,062,062008
15,062,062009
15,062,062010
15,062,062011
15,062,062012
15,062,062013
15,062,062014
15,062,062015
15,062,062016
15,062,062017
15,062,062018
15,062,062019
15,062,062020
15,062,062021
15,062,062022
15,062,062023
15,062,062024
15,062,062025
15,062,062026
15,062,062027
15,062,062028
15,062,062029
15,062,062030
15,062,062031
15,062,062032
15,062,062033
15,062,062034
15,062,062035
15,062,062036
15,062,062037
15,062,062038
15,062,062039
15,062,062040
15,062,062041
15,062,062042
15,062,062043
15,062,062044
15,062,062045
15,062,062046
15,062,062047
15,062,062048
15,062,062049
15,062,062050
15,062,062051
15,062,062052
15,062,062053
15,062,062054
15,062,062055
15,062,062056
15,062,062057
15,062,062058
15,062,062059
15,062,062060
15,062,062061
15,062,062062
15,062,062063
15,062,062064
15,062,062065
15,062,062066
15,062,062067
15,062,062068
15,062,062069
15,062,062070
15,062,062071
15,062,062072
15,062,062073
15,062,062074
15,062,062075
15,062,062076
15,062,062077
15,062,062078
15,063,063001
15,063,063002
15,063,063003
15,063,063004
15,063,063005
